ref_bacen;nu_ordem;cnpj_if;dt_emissao;dt_vencimento;cd_inst_credito;cd_categ_emitente;cd_fonte_recurso;cnpj_agente_invest;cd_estado;cd_ref_bacen_investimento;cd_tipo_seguro;cd_empreendimento;cd_programa;cd_tipo_encarg_financ;cd_tipo_irrigacao;cd_tipo_agricultura;cd_fase_ciclo_producao;cd_tipo_cultivo;cd_tipo_intgr_consor;cd_tipo_grao_semente;vl_aliq_proagro;vl_juros;vl_prestacao_investimento;vl_prev_prod;vl_quantidade;vl_receita_bruta_esperada;vl_parc_credito;vl_rec_proprio;vl_perc_risco_stn;vl_perc_risco_fundo_const;vl_rec_proprio_srv;vl_area_financ;cd_subprograma;vl_produtiv_obtida;dt_fim_colheita;dt_fim_plantio;dt_inic_colheita;dt_inic_plantio;vl_juros_enc_finan_posfix;vl_perc_custo_efet_total;cd_contrato_stn;cd_cnpj_cadastrante;vl_area_informada;cd_ciclo_cultivar;cd_tipo_solo;pc_bonus_car
517256657;1;05203605;2024-01-03;2024-03-01;4;4444;0403;;RO;;9;12016720000011;0999;9;01;3;22;00;2;8;;12.00;;236.73;;441719.24;403258.51;0.00;;;;56.33;;;2024-01-25;2023-10-05;2024-01-10;2023-09-18;;14.97;2023756100140;02038232;56.33;2;0;
517256659;1;05231945;2024-01-03;2024-09-15;5;2222;0300;;PR;;2;12015080000021;0001;9;01;7;22;03;2;3;10.40;6.00;;50.75;;45167.50;28301.01;;;;7832.99;7.25;0001;;2024-07-07;2024-03-20;2024-06-08;2024-02-20;;31.07;2023133200475;01401771;7.25;1;3;
517256660;1;81723108;2024-01-03;2024-11-01;1;3333;0201;;PR;;1;12015080000021;0050;9;01;3;22;00;2;8;10.00;8.00;;272.37;;229245.41;154991.56;1549.92;0.00;0.00;;37.88;;1.87;2024-08-31;2024-02-28;2024-08-01;2024-02-16;;;;;38.26;1;3;
517256661;1;87795639;2024-01-03;2029-12-15;5;2222;0300;;RS;;9;23147694000408;0001;9;00;0;00;00;0;0;;4.00;;;1.00;;14890.00;10000.00;;;;0.00;0052;;;;;;;;2023748200477;01181521;0.00;;;
517256662;1;84974278;2024-01-03;2024-09-02;5;2222;0201;;PR;;2;12013560000021;0001;9;01;3;22;00;2;8;3.00;4.00;;77.73;;310900.00;155330.59;10000.00;;;22000.00;29.20;0001;;2024-06-04;2024-02-26;2024-06-02;2024-02-25;;;;01181521;31.08;3;3;
517256663;1;02992446;2024-01-03;2028-11-15;5;4444;0402;;PR;;9;13142700215002;0999;9;00;0;00;00;0;0;;9.88;;;2.00;;950000.00;300000.00;0.00;0.00;;0.00;;;;;;;;9.75;;;0.00;;;
517256665;1;05863726;2024-01-03;2024-12-15;5;2222;0505;;RS;;2;12017100000031;0001;9;01;3;22;00;2;8;11.90;4.00;;9.93;;11577.91;6848.00;;;;0.00;2.14;0001;;2024-10-28;2024-06-10;2024-10-19;2024-06-01;;17.58;2023007301474;07202627;2.14;1;3;
517256666;1;92702067;2024-01-03;2025-07-02;1;2222;0201;;RS;;9;22311300000408;0050;9;00;0;57;00;0;0;;8.00;;23040.00;48.00;172800.00;99840.00;;;;;12.00;;;;;;;;;;;12.00;;;
517256667;1;92702067;2024-01-03;2025-01-02;1;2222;0201;;RS;;9;22371300190408;0001;9;00;0;51;00;0;0;;4.00;;16000.00;2.00;32000.00;7172.00;;;;;1.00;0001;;;;;;;;;;1.00;;;
517256668;1;05231945;2024-01-03;2024-10-15;5;2222;0300;;PR;;2;12016940148043;0001;9;02;3;22;03;2;0;5.00;4.00;;105.70;;338240.00;91910.00;;;;0.00;1.51;0001;;2024-07-28;2024-01-30;2024-07-03;2024-01-05;;12.68;2023133200474;01401771;1.51;;;
517256669;1;02992446;2024-01-03;2027-09-15;5;4444;0402;;GO;;9;13147080215002;0999;9;00;0;00;00;0;0;;10.61;;;1.00;;732900.00;0.00;0.00;0.00;;0.00;;;;;;;;10.46;;;0.00;;;
517256670;1;81115149;2024-01-03;2024-08-20;5;3333;0300;;PR;;1;12013560000021;0050;9;01;3;22;00;2;8;7.00;8.00;;60.49;;241960.00;100287.92;;;;;26.31;;;2024-06-30;2024-03-31;2024-06-19;2024-03-31;;;2023748200145;01181521;26.31;2;3;
517256671;1;00000000;2024-01-03;2024-08-29;1;3333;0430;;RS;;9;11256720000002;0999;9;00;0;00;00;0;8;;11.50;;;300000.00;;650000.00;340840.00;0.00;0.00;;0.00;;;;;;;;13.83;;;0.00;;;
517256672;1;00000000;2024-01-03;2024-12-28;10;2222;0431;;PR;;9;22371300190408;0001;9;00;0;00;00;0;0;;4.00;;43355.16;19.00;116131.57;56731.64;0.00;0.00;0.00;;9.38;0001;;;;;;;4.40;2023001400474;;9.38;;;
517256673;1;00000000;2024-01-03;2024-08-20;10;2222;0201;;RS;;2;12016720000011;0001;9;01;7;22;00;2;8;6.50;6.00;;140.43;;304749.37;144156.29;0.00;0.00;0.00;0.00;37.45;0001;;2024-05-31;2023-12-31;2024-05-10;2023-12-22;;20.00;;;37.45;2;15;
517256674;1;00000000;2024-01-03;2024-12-27;10;2222;0201;;RS;;2;12015960000043;0001;9;02;3;00;15;2;0;5.00;4.00;;40.50;;170100.63;40707.28;0.00;0.00;0.00;18000.00;0.30;0001;;2024-04-30;2024-01-30;2024-04-10;2024-01-10;;12.69;;;0.30;;;
517256675;1;00000000;2024-01-03;2033-12-05;2;2222;0300;;RS;;9;13140850990408;0001;9;00;0;00;00;0;0;;4.00;;;1.00;;93337.26;0.00;0.00;0.00;;0.08;0002;;;;;;;4.06;2023001200477;;0.08;;;
517256675;2;00000000;2024-01-03;2033-12-05;2;2222;0300;;RS;;9;13144020109408;0001;9;00;0;00;00;0;0;;6.00;;;1.00;;3450.37;0.00;0.00;0.00;;0.08;0002;;;;;;;6.06;2023001200478;;0.08;;;
517256676;1;00000000;2024-01-03;2031-11-21;1;2222;0300;;SP;;9;23271300078002;0001;9;00;0;00;00;0;0;;6.00;;;20.00;;120000.00;0.00;0.00;0.00;;7.07;0002;;;;;;;6.09;2023001200470;;7.07;;;
517256677;1;00000000;2024-01-03;2025-01-01;10;2222;0201;;RJ;;2;12016940148043;0001;9;04;3;00;00;2;0;5.00;4.00;;150.00;;310500.00;131092.68;0.00;0.00;0.00;0.00;2.00;0001;;2024-05-01;2024-03-01;2024-04-01;2024-02-01;;9.91;;;2.00;;;
517256678;1;79052122;2024-01-03;2024-10-14;5;3333;0201;;PR;;1;12015080000021;0050;9;01;7;22;00;2;8;10.00;8.00;;248.50;;211225.00;146915.24;;;;;35.04;;;2024-08-15;2024-03-15;2024-07-15;2024-02-15;;;;01181521;35.04;1;3;
517256679;1;81723108;2024-01-03;2024-11-01;1;2222;0201;;PR;;2;12015080000021;0001;9;01;3;22;00;2;8;10.40;4.00;;22.00;;18256.68;12322.44;123.22;0.00;0.00;2159.68;3.09;0001;;2024-08-30;2024-02-20;2024-08-01;2024-02-15;;;;;3.12;1;3;
517256680;1;81723108;2024-01-03;2024-10-01;1;3333;0201;;PR;;3;12015080000021;0050;9;01;3;22;00;2;8;;8.00;;527.80;;369460.00;257928.23;2579.28;0.00;0.00;;69.32;;4.96;2024-07-15;2024-02-15;2024-07-01;2024-01-15;;;;;70.01;1;3;
517256681;1;78840071;2024-01-03;2024-12-16;5;2222;0403;;RS;;9;22386760951408;0001;9;00;0;61;00;0;0;;6.00;;270000.00;2250.00;81000.00;50000.00;17.50;;;;0.11;0001;;;;;;;6.42;2023756100475;02038232;0.11;;;
517256682;1;92702067;2024-01-03;2033-12-15;5;2222;0403;;RS;;9;13902740000408;0001;9;00;0;00;00;0;0;;4.00;;;1.00;;20000.00;0.00;;;;10.10;0052;;;;;;;;2023041100477;;10.10;;;
517256684;1;92702067;2024-01-03;2028-11-16;5;3333;0403;;RS;;9;23271300078002;0999;9;00;0;00;00;0;0;;10.50;;;100.00;;317900.00;0.00;;;;19.98;;;;;;;;;2023041100151;;19.98;;;
517256685;1;02992446;2024-01-03;2029-05-15;5;4444;0850;;PA;;9;13147080178002;0999;0;00;0;00;00;0;0;;8.50;;;2.00;;3779276.52;418329.96;0.00;0.00;;0.00;;;;;;;;0.00;;;0.00;;;
517256687;1;17343510;2024-01-03;2024-08-20;5;2222;0300;;RS;;2;12010080000043;0001;9;01;3;22;00;2;0;5.00;4.00;;30.03;;66066.00;14000.00;;;;22500.00;1.43;0001;;2024-05-24;2024-01-25;2024-05-19;2024-01-20;;27.19;2023133200474;21198087;1.43;;;
517256688;1;87795639;2024-01-03;2033-12-26;5;2222;0300;;ES;;9;13902740000408;0001;9;00;0;00;00;0;0;;4.00;;;1.00;;102000.00;;;;;5.99;0052;;;;;;;;2023748200477;01181521;5.99;;;
517256690;1;92702067;2024-01-03;2028-12-15;5;4444;0403;;RS;;9;23271300078002;0999;9;00;0;00;00;0;0;;10.50;;;25.00;;79475.00;0.00;;;;5.07;;;;;;;;;2023041100151;;5.07;;;
517256691;1;81054686;2024-01-03;2029-01-03;4;3333;0300;;PR;;9;13147694000408;0050;9;00;0;00;00;0;0;;8.00;;;2.00;;600000.00;;;;;0.00;;;;;;;;;2023748200152;01181521;0.00;;;
517256692;1;92702067;2024-01-03;2028-11-16;5;3333;0403;;RS;;9;23271300193002;0153;9;00;0;00;00;0;0;;10.50;;;35.00;;350000.00;0.00;;;;1.00;0029;;;;;;;;2023041100153;;1.00;;;
517256694;1;92702067;2024-01-03;2033-11-16;5;3333;0403;;RS;;9;13703180110408;0153;9;00;0;00;00;0;0;;10.50;;;1.00;;35717.80;0.00;;;;0.25;0028;;;;;;;;2023041100153;;0.25;;;
517256695;1;78834975;2024-01-03;2026-05-04;5;2222;0430;;SC;;9;13140857000408;0999;9;00;0;00;00;0;0;;21.60;;;1.00;;8000.00;0.00;;;;0.00;;;;;;;;21.98;;02038232;0.00;;;
517256696;1;87733077;2024-01-03;2024-09-18;5;2222;0201;;ES;;2;12011580260051;0001;9;02;3;22;00;2;8;2.50;6.00;;54.43;;567725.76;236400.00;;;;40000.00;11.35;0001;;2024-06-20;;2024-05-25;;;;;01181521;11.35;11;2;
517256699;1;81706616;2024-01-03;2024-10-25;5;3333;0201;;PR;;3;12015080000021;0050;9;01;7;22;00;2;8;;8.00;;391.50;;352350.00;253506.00;;;;;65.29;;;2024-08-30;2024-03-20;2024-07-30;2024-03-01;;;;01181521;65.29;1;3;
517256700;1;13009717;2024-01-03;2032-01-03;4;3333;0201;;SE;;9;13907710108408;0050;9;00;0;00;00;0;0;;8.00;;;1.00;;19784.00;;;;;3.41;;;;;;;;;;13009717;3.41;;;
517256700;2;13009717;2024-01-03;2032-01-03;4;3333;0201;;SE;;9;13703180110408;0050;9;00;0;00;00;0;0;;8.00;;;1.00;;63813.28;;;;;3.41;;;;;;;;;;13009717;3.41;;;
517256700;3;13009717;2024-01-03;2032-01-03;4;3333;0201;;SE;;9;13906050000408;0050;9;00;0;00;00;0;0;;8.00;;;1.00;;25675.00;;;;;1.33;;;;;;;;;;13009717;1.33;;;
517256700;4;13009717;2024-01-03;2032-01-03;4;3333;0201;;SE;;9;13906050000408;0050;9;00;0;00;00;0;0;;8.00;;;1.00;;40000.00;;;;;2.08;;;;;;;;;;13009717;2.08;;;
517256701;1;82527557;2024-01-03;2024-10-21;5;2222;0201;;PR;;2;12013560000021;0001;9;01;3;22;00;2;8;3.00;4.00;;93.24;;388421.18;240372.68;68000.00;;;2364.26;28.16;0001;;2024-07-23;2024-02-28;2024-05-23;2024-02-25;;;;01181521;36.13;3;3;
517256702;1;92702067;2024-01-03;2026-01-02;1;4444;0403;;RS;;9;22311300000408;0999;9;00;0;57;00;0;0;;12.00;;168000.00;350.00;1214640.00;496300.00;;;;;70.07;;;;;;;;;2023041100140;;70.07;;;
517256703;1;81607046;2024-01-03;2024-12-16;5;2222;0403;;SC;;9;22371300190408;0001;9;00;0;00;00;0;0;;4.00;;12000.00;2.00;31800.00;20000.00;0.00;;;;1.24;0001;;;;;;;4.43;2023756100474;02038232;1.24;;;
517256704;1;17343510;2024-01-03;2024-08-20;5;2222;0300;;RS;;2;12010080000043;0001;9;01;3;22;00;2;0;5.00;4.00;;59.85;;131670.00;20000.00;;;;40000.00;2.85;0001;;2024-05-30;2024-01-31;2024-05-03;2024-01-04;;30.73;2023133200474;21198087;2.85;;;
517256705;1;78414067;2024-01-03;2024-09-15;5;3333;0201;;PR;;9;12015080000021;0050;9;01;7;22;00;2;8;;8.00;;1400.00;;1400000.00;591892.00;;;;;139.84;;;2024-07-25;2024-02-20;2024-05-26;2024-02-15;;;;01181521;139.84;;;
517256707;1;00000000;2024-01-03;2025-12-10;10;2222;0431;;AL;;9;22311300000408;0001;9;00;0;57;00;0;0;;6.00;;39104.80;70.00;400561.70;206696.57;0.00;0.00;0.00;;27.63;0001;;;;;;;6.21;2023001400375;;27.63;;;
517256708;1;00000000;2024-01-03;2024-12-28;5;3333;0430;;RS;;9;22371300074408;0999;9;00;0;55;00;0;0;;12.50;;6980.22;13.00;62506.47;7959.61;14434.47;0.00;0.00;;1.88;;;;;;;;13.56;;;5.29;;;
517256708;2;00000000;2024-01-03;2024-12-28;5;3333;0430;;RS;;9;22371300074408;0999;9;00;0;57;00;0;0;;12.50;;13734.36;27.00;122988.24;28157.45;51062.53;0.00;0.00;;6.65;;;;;;;;13.56;;;18.70;;;
517256709;1;00000000;2024-01-03;2024-12-26;5;3333;0430;;SC;;9;22371300074408;0999;9;00;0;57;00;0;0;;12.50;;9182.80;20.00;80615.80;22733.00;28760.00;0.00;0.00;;9.27;;;;;;;;13.19;;;20.99;;;
517256710;1;89468565;2024-01-03;2024-12-28;5;2222;0201;;RS;;9;22371300190408;0001;9;00;0;00;00;0;0;;4.00;;9000.00;8.00;154800.00;40000.00;;;;;0.53;0001;;;;;;;;;01181521;0.53;;;
517256711;1;24654881;2024-01-03;2028-12-28;5;4444;0430;;TO;;9;23271300078002;0999;9;00;0;00;00;0;0;;15.00;;;250.00;;1000000.00;;;;;62.00;;;;;;;;;;01181521;62.00;;;
517256712;1;02992446;2024-01-03;2029-05-15;5;4444;0430;;TO;;9;13147080215002;0999;9;00;0;00;00;0;0;;10.90;;;2.00;;1252800.00;139200.00;0.00;0.00;;0.00;;;;;;;;10.74;;;0.00;;;
517256713;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256714;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;6000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256714;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23906050000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;6000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256715;1;07237373;2024-01-03;2026-01-03;5;2222;0502;;PI;;9;22371300951408;0001;9;00;0;51;00;0;0;;0.50;;750.00;1.00;15000.00;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256716;1;07237373;2024-01-03;2032-01-15;5;2222;0502;;BA;;9;13144860022002;0999;9;00;0;00;00;0;0;;7.79;;;1.00;;23400.00;;;;;0.00;;;;;;;;7.77;;;0.00;;;
517256717;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23147715000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256717;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23275580074002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;8750.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256717;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23271920000002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;750.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256718;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23271920000002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;6000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256718;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23147715000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;4000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256719;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23271920000002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;10800.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256719;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23147715000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;600.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256719;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23144020109408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;600.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256720;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23276760000002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;3100.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256720;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23901070108408;0001;9;00;0;00;00;0;0;;0.50;;;3.00;;8900.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256722;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;7000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256722;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23906050000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;5000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256723;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256724;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23276760000002;0001;9;00;0;00;00;0;0;;0.50;;;3.00;;9000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256724;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23901070108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256725;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23271300079002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;5000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256725;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;7000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256726;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23271300193002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256727;1;07237373;2024-01-03;2026-01-03;5;2222;0502;;PB;;9;23275580000002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;7000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256728;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23275580000002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;6000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256729;1;87733077;2024-01-03;2031-12-05;5;2222;0300;;RS;;9;23271300078002;0001;9;00;0;00;00;0;0;;6.00;;;30.00;;80000.00;;;;;10.05;0002;;;;;;;;2023748200470;01181521;10.05;;;
517256730;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256731;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;11924.64;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256732;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23147706000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256732;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23144000012408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;8000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256733;1;84974278;2024-01-03;2024-10-12;5;3333;0201;;PR;;1;12013560000021;0050;9;01;3;22;00;2;8;7.00;8.00;;39.36;;196800.00;61574.29;;;;;12.28;;;2024-05-15;2024-01-31;2024-05-10;2024-01-30;;;;01181521;12.28;3;3;
517256734;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256735;1;07237373;2024-01-03;2026-01-03;5;2222;0502;;PB;;9;23147706000408;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;6000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256736;1;81011686;2024-01-03;2028-12-20;5;4444;0430;;SC;;9;23144860143002;0999;9;00;0;00;00;0;0;;13.00;;;2.00;;153500.00;0.00;;;;0.00;;;;;;;;13.17;;02038232;0.00;;;
517256737;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;13105760989408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3750.00;;0.00;100.00;;3.00;0056;;;;;;;;;;3.00;;;
517256737;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;4000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256737;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23147705000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;4250.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256738;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23147706000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;5000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256738;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;5000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256739;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;7500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256739;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23271300079002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;2500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256740;1;01181521;2024-01-03;2033-01-15;5;2222;0505;;RS;;9;13144000012408;0001;9;00;0;00;00;0;0;;6.00;;;4.00;;58436.63;;;;;0.00;0003;;;;;;;;2023007301478;;0.00;;;
517256741;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256741;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23901070108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256741;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23276760000002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256742;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23147706000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;4500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256742;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23144000012408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256742;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23271300079002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;4000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256743;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;13144020109408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;7500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256743;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;13143490000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;2500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256744;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23147706000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;5000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256744;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23145540957408;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;5000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256745;1;81723108;2024-01-03;2024-10-01;1;2222;0201;;PR;;2;12015080000021;0001;9;01;3;22;00;2;8;10.40;6.00;;179.82;;125872.67;76097.93;760.98;0.00;0.00;22000.00;21.01;0001;;2024-08-01;2024-02-28;2024-07-01;2024-02-10;;;;;21.22;1;3;
517256746;1;78834975;2024-01-03;2029-01-02;5;4444;0430;;PR;;9;13144860111002;0999;9;00;0;00;00;0;0;;11.99;;;1.00;;600000.00;0.00;;;;0.00;;;;;;;;12.16;;02038232;0.00;;;
517256747;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23144020109408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;6000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256747;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23901070108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;1200.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256747;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23147706000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;2800.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256748;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23145540957408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;6500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256748;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23276760000002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256749;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23901070108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;4000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
