ref_bacen;nu_ordem;cnpj_if;dt_emissao;dt_vencimento;cd_inst_credito;cd_categ_emitente;cd_fonte_recurso;cnpj_agente_invest;cd_estado;cd_ref_bacen_investimento;cd_tipo_seguro;cd_empreendimento;cd_programa;cd_tipo_encarg_financ;cd_tipo_irrigacao;cd_tipo_agricultura;cd_fase_ciclo_producao;cd_tipo_cultivo;cd_tipo_intgr_consor;cd_tipo_grao_semente;vl_aliq_proagro;vl_juros;vl_prestacao_investimento;vl_prev_prod;vl_quantidade;vl_receita_bruta_esperada;vl_parc_credito;vl_rec_proprio;vl_perc_risco_stn;vl_perc_risco_fundo_const;vl_rec_proprio_srv;vl_area_financ;cd_subprograma;vl_produtiv_obtida;dt_fim_colheita;dt_fim_plantio;dt_inic_colheita;dt_inic_plantio;vl_juros_enc_finan_posfix;vl_perc_custo_efet_total;cd_contrato_stn;cd_cnpj_cadastrante;vl_area_informada;cd_ciclo_cultivar;cd_tipo_solo;pc_bonus_car
517256849;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256850;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23147715000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256850;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23901070108408;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;7500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256850;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23276760000002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;3000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256850;4;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23271080005002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;1000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256851;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23901070108408;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256852;1;07237373;2024-01-03;2025-01-03;5;2222;0502;;BA;;9;12050420444408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;5000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256853;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256853;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23145540957408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;2000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256854;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23906050000408;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;8200.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256854;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23901070108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3650.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256854;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23140846000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;150.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256855;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;6000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256856;1;07237373;2024-01-03;2025-01-03;5;2222;0502;;PB;;9;12050420444408;0001;9;00;0;00;00;0;0;;0.50;;;4.00;;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256857;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256858;1;07237373;2024-01-03;2026-01-03;5;2222;0502;;PB;;9;23271300193002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;9000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256859;1;07237373;2024-01-03;2025-01-03;5;2222;0502;;BA;;9;12050420444408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256860;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;11000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256860;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;13105760168408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;1000.00;;0.00;100.00;;0.80;0056;;;;;;;;;;0.80;;;
517256861;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23271300193002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256862;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23906050000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;7500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256862;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;13105760168408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;2500.00;;0.00;100.00;;2.00;0056;;;;;;;;;;2.00;;;
517256863;1;07237373;2024-01-03;2026-01-03;5;2222;0502;;RN;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;6000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256864;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23271300193002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256865;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23147705000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256866;1;07237373;2024-01-03;2026-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;2200.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256866;2;07237373;2024-01-03;2026-01-03;5;2222;0502;;PB;;9;23271300079002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;800.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256867;1;07252614;2024-01-03;2024-12-15;5;2222;0505;;RS;;2;12011000000031;0001;9;01;5;22;00;2;3;10.00;6.00;;59.85;;59850.00;44460.00;;;;0.00;17.10;0001;;2024-10-08;2024-06-30;2024-09-02;2024-05-25;;17.70;2023007301475;21198087;17.10;1;2;
517256868;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256869;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256870;1;82065285;2024-01-03;2029-01-02;5;3333;0431;;PR;;9;13147694000408;0050;9;00;0;00;00;0;0;;8.00;;;1.00;;310000.00;;;;;0.00;;;;;;;;;2023748400152;01181521;0.00;;;
517256871;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256872;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256873;1;78825023;2024-01-03;2024-12-16;5;2222;0403;;SC;;9;22371300190408;0001;9;00;0;00;00;0;0;;4.00;;30000.00;1.00;36000.00;10000.00;0.00;;;;1.00;0001;;;;;;;4.42;2023756100474;02038232;1.00;;;
517256874;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23275580000002;0001;9;00;0;00;00;0;0;;0.50;;;3.00;;7800.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256874;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23906050000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;2200.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256875;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;4500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256875;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23271300079002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;7500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256876;1;07237373;2024-01-03;2026-01-03;5;2222;0502;;PB;;9;22371300074408;0001;9;00;0;55;00;0;0;;0.50;;120.00;1.00;42000.00;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256877;1;78483310;2024-01-03;2033-11-10;5;3333;0403;;SC;;9;23906240217408;0153;9;00;0;00;00;0;0;;10.50;;;1.00;;51855.58;0.00;;;;1.61;0064;;;;;;;10.60;2023756100153;02038232;1.61;;;
517256878;1;00000000;2024-01-03;2024-07-01;1;3333;0430;;SC;;9;11257100000002;0999;9;00;0;00;00;0;8;;12.80;;;37198.00;;220000.00;3748.87;0.00;0.00;;0.00;;;;;;;;15.74;;;0.00;;;
517256879;1;00000000;2024-01-03;2024-08-26;10;2222;0201;;RS;;2;12016720000011;0001;9;01;7;22;00;2;8;6.50;6.00;;22.50;;45900.00;23897.04;0.00;0.00;0.00;12822.96;6.00;0001;;2024-05-31;2024-01-04;2024-05-15;2023-12-29;;26.89;;;6.00;2;14;
517256880;1;00000000;2024-01-03;2025-01-02;10;2222;0201;;SC;;9;22371300190408;0001;9;00;0;00;00;0;0;;4.00;;22582.56;7.00;50017.92;31194.45;0.00;0.00;0.00;;8.48;0001;;;;;;;4.40;;;8.48;;;
517256882;1;00000000;2024-01-03;2024-08-06;10;2222;0201;00000000;SP;20181388899;2;12015080000011;0001;9;01;3;22;00;2;8;7.90;4.00;3061.53;22.18;;20410.20;15618.78;0.00;0.00;0.00;709.38;4.93;0001;;2024-05-30;2024-01-10;2024-05-10;2024-01-03;;27.77;;;4.93;1;2;
517256883;1;07237373;2024-01-03;2032-01-03;5;2222;0502;;PB;;9;23271300078002;0001;9;00;0;00;00;0;0;;6.00;;;5.00;;18552.08;;0.00;50.00;;3.53;0002;;;;;;;6.00;;;3.53;;;
517256883;2;07237373;2024-01-03;2032-01-03;5;2222;0502;;PB;;9;23906050000408;0001;9;00;0;00;00;0;0;;6.00;;;25.00;;5000.00;;0.00;50.00;;0.11;0002;;;;;;;6.00;;;0.11;;;
517256883;3;07237373;2024-01-03;2032-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;6.00;;;1.00;;4604.40;;0.00;50.00;;3.53;0002;;;;;;;6.00;;;3.53;;;
517256884;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23271300193002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256885;1;07237373;2024-01-03;2027-01-03;5;3333;0502;;RN;;9;23276760000002;0001;9;00;0;00;00;0;0;;0.50;;;3.00;;9700.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256885;2;07237373;2024-01-03;2027-01-03;5;3333;0502;;RN;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;2000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256885;3;07237373;2024-01-03;2027-01-03;5;3333;0502;;RN;;9;23147715000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;300.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256886;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;7800.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256886;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23906050000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;2200.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256888;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23271920000002;0001;9;00;0;00;00;0;0;;0.50;;;3.00;;4400.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256888;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;13105760168408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3600.00;;0.00;100.00;;3.00;0056;;;;;;;;;;3.00;;;
517256889;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;9000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256890;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23271300193002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256891;1;78907607;2024-01-03;2028-11-22;5;3333;0431;;RJ;;9;23907710108408;0050;9;00;0;00;00;0;0;;8.00;;;1.00;;90422.09;;;;;9.55;;;;;;;;;2023748400152;01181521;9.55;;;
517256892;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23275580000002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;6000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256893;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;8000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256893;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23147694000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256893;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;PI;;9;23147715000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;1500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256894;1;81723108;2024-01-03;2024-10-01;1;2222;0201;;PR;;2;12015080000021;0001;9;01;3;22;00;2;8;10.40;6.00;;50.95;;35665.48;23760.62;237.61;0.00;0.00;0.00;7.19;0001;7.00;2024-07-31;2024-02-28;2024-06-15;2024-02-01;;;;;7.26;1;3;
517256895;1;07237373;2024-01-03;2026-01-03;5;2222;0502;;PI;;9;22371300074408;0001;9;00;0;55;00;0;0;;0.50;;1000.00;1.00;18000.00;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256896;1;05863726;2024-01-03;2024-12-15;5;2222;0505;;RS;;9;22371300074408;0001;9;00;0;00;00;0;0;;6.00;;9600.00;24.00;93600.00;70000.00;;;;;1.05;0001;;;;;;;6.43;2023007301475;07202627;1.05;;;
517256897;1;07465539;2024-01-03;2030-12-15;5;2222;0300;;SC;;9;13142920212002;0001;9;00;0;00;00;0;0;;5.00;;;1.00;;67500.00;;;;;0.00;0002;;;;;;;5.11;2023133200473;21198087;0.00;;;
517256898;1;17343510;2024-01-03;2030-01-15;5;2222;0300;;RS;;9;23703180110408;0001;9;00;0;00;00;0;0;;6.00;;;1.00;;145100.00;;;;;0.03;0002;;;;;;;6.12;2023133200478;21198087;0.03;;;
517256899;1;07237373;2024-01-03;2026-01-03;5;2222;0502;;PI;;9;22371300074408;0001;9;00;0;55;00;0;0;;0.50;;1000.00;1.00;18000.00;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256900;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23147706000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;4000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256900;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23275580000002;0001;9;00;0;00;00;0;0;;0.50;;;3.00;;8000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256901;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23901070108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;5500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256901;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23152040000002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256901;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;4000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256902;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23144020109408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;7000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256902;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23271300194002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256903;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23901070108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256904;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256905;1;07237373;2024-01-03;2025-01-03;5;2222;0502;;PB;;9;22371300190408;0001;9;00;0;00;00;0;0;;0.50;;18000.00;1.00;41400.00;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256906;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23144000012408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;2500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256906;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256906;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23144020109408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;1000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256906;4;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23271300193002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256907;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;6920.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256907;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23906050000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3080.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256908;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23144900145408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;5200.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256908;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256908;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23901070108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3800.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256909;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;PB;;9;23271300193002;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256910;1;00000000;2024-01-03;2024-12-28;5;3333;0430;;RS;;9;22371300951408;0999;9;00;0;51;00;0;0;;12.50;;3958.15;35.00;85030.40;48698.37;0.00;0.00;0.00;;14.87;;;;;;;;13.48;;;14.87;;;
517256911;1;00000000;2024-01-03;2024-12-28;1;3333;0430;;PR;;9;22386760951408;0999;9;00;0;53;00;0;0;;12.00;;84217.00;227.00;962734.24;455387.84;0.00;0.00;0.00;;0.71;;;;;;;;12.97;;;0.71;;;
517256912;1;00000000;2024-01-03;2024-12-28;5;3333;0430;;PR;;9;22386760951408;0999;9;00;0;53;00;0;0;;12.50;;27454.00;74.00;313842.88;148452.42;0.00;0.00;0.00;;0.27;;;;;;;;46.23;;;0.27;;;
517256913;1;07237373;2024-01-03;2025-01-03;5;2222;0502;;BA;;9;12050420444408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256914;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23271300193002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256915;1;79342069;2024-01-03;2025-01-07;5;3333;0300;;PR;;1;12015080000021;0050;9;01;7;22;00;2;8;10.00;8.00;;319.68;;284515.20;196100.00;;;;;44.46;;;2024-08-10;2024-03-20;2024-07-10;2024-03-01;;;2023748200145;01181521;44.46;1;3;
517256916;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23147706000408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;5000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256916;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23703180110408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;7000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256917;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256918;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256919;1;00360305;2024-01-03;2024-11-10;1;2222;0201;;MG;;2;12011220000043;0001;9;06;0;00;00;0;0;5.00;4.00;;266.40;;356976.00;179933.22;;0.00;0.00;40000.00;4.44;0001;;2024-09-30;2024-05-20;2024-09-01;2024-05-01;;;;;4.44;;;
517256920;1;00360305;2024-01-03;2024-10-19;1;4444;0303;;SP;;9;12015080000021;0999;9;01;0;00;00;0;0;;12.75;;3685.54;;4127803.01;3000000.00;;0.00;0.00;;667.41;;;2024-08-20;2024-01-28;2024-07-15;2024-01-15;;;;;667.41;1;2;
517256921;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23275580000002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;8000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256921;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;4000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256922;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23271300193002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256923;1;07237373;2024-01-03;2026-01-03;5;2222;0502;;BA;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;6000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256924;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23275580074002;0001;9;00;0;00;00;0;0;;0.50;;;3.00;;11800.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256925;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23901070108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;2500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256925;2;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23275580000002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;4500.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256925;3;07237373;2024-01-03;2027-01-03;5;2222;0502;;BA;;9;23907710108408;0001;9;00;0;00;00;0;0;;0.50;;;1.00;;3000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256926;1;07237373;2024-01-03;2027-01-03;5;2222;0502;;RN;;9;23271300078002;0001;9;00;0;00;00;0;0;;0.50;;;2.00;;12000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256927;1;79457883;2024-01-03;2024-11-28;5;2222;0201;;PR;;2;12015080000021;0001;9;01;5;22;00;2;8;10.40;6.00;;161.00;;144900.00;91610.59;;;;22000.00;23.09;0001;;2024-08-30;2024-03-20;2024-08-15;2024-03-05;;;;01181521;23.09;1;3;
517256928;1;87795639;2024-01-03;2024-09-18;5;2222;0201;;ES;;2;12016940148043;0001;9;02;3;00;00;2;0;5.00;4.00;;60.00;;276000.00;61200.00;;;;36649.92;0.99;0001;;2024-06-20;;2024-06-01;;;;;01181521;0.99;;;
517256929;1;92702067;2024-01-03;2026-01-02;1;3333;0201;;RS;;9;22311300000408;0050;9;00;0;57;00;0;0;;8.00;;37440.00;78.00;374400.00;110604.00;;;;;20.01;;;;;;;;;;;20.01;;;
517256930;1;92702067;2024-01-03;2024-10-15;1;3333;0201;;RS;;1;12016720000011;0050;9;01;5;22;00;2;8;6.10;8.00;;54.05;;111891.78;58043.70;;;;;14.27;;;2024-05-20;2023-12-31;2024-05-01;2023-12-21;;;;;14.27;1;15;
517256931;1;07237373;2024-01-03;2026-01-03;5;3333;0502;;RN;;9;22371300074408;0001;9;00;0;55;00;0;0;;0.50;;120.00;1.00;30000.00;10000.00;;0.00;100.00;;0.00;0056;;;;;;;;;;0.00;;;
517256932;1;81723108;2024-01-03;2024-10-01;1;2222;0201;;PR;;2;12015080000021;0001;9;01;3;22;00;2;8;10.40;6.00;;121.31;;84917.00;57317.83;573.18;0.00;0.00;1140.10;17.16;0001;8.88;2024-07-31;2024-02-28;2024-06-15;2024-02-01;;;;;17.33;1;3;
